event_id,entity_id,entity_type,timestamp,source_ip,geo_country,geo_city,geo_lat,geo_lon,resource_accessed,auth_method,auth_success,session_id,session_duration,command_sequence,device_os,device_mac,device_protocol,device_user_agent,bytes_out,bytes_in,split
evt_atk_creden00020_004,user_0065,user,2026-01-05 20:37:11.188306+00:00,10.33.99.183,India,Pune,18.410134198615328,73.91154771017254,/db/prod/credentials,mfa,True,ses_atk_creden00020,4728.0564816461,login > search_docs > view_document > download_report > export_result,Windows 11 22H2,02:2b:eb:46:9f:d6,ssh,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/122.0,45510.51599530489,3327.5345690520726,train
evt_atk_inside00097_000_000,user_0003,user,2026-01-06 22:43:33.395215+00:00,10.183.70.76,United Kingdom,London,51.53358877880869,-0.14662407617067233,/portal/directory,password,True,ses_atk_inside00097_000,2579.817922052574,login > search_docs,macOS 14.4,02:58:dc:67:3f:b9,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,7941.912814989034,1327.81537344222,train
evt_atk_inside00097_000_001,user_0003,user,2026-01-06 22:44:06.829406+00:00,10.183.70.76,United Kingdom,London,51.53358877880869,-0.14662407617067233,/mail/inbox,password,True,ses_atk_inside00097_000,2579.817922052574,login > search_docs > view_document,macOS 14.4,02:58:dc:67:3f:b9,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,10016.053687877577,1874.3150590177813,train
evt_atk_inside00097_000_002,user_0003,user,2026-01-06 22:47:13.400674+00:00,10.183.70.76,United Kingdom,London,51.53358877880869,-0.14662407617067233,/hr/policies,password,True,ses_atk_inside00097_000,2579.817922052574,login > search_docs > view_document > archive_files,macOS 14.4,02:58:dc:67:3f:b9,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,13000.709896592121,2373.334370452571,train
evt_atk_inside00097_000_003,user_0003,user,2026-01-06 22:51:29.603943+00:00,10.183.70.76,United Kingdom,London,51.53358877880869,-0.14662407617067233,/docs/team-drive,password,True,ses_atk_inside00097_000,2579.817922052574,login > search_docs > view_document > archive_files,macOS 14.4,02:58:dc:67:3f:b9,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,7270.0838710294,1640.4423394267426,train
evt_atk_creden00065_015_1,user_0111,user,2026-01-07 00:33:13.856751+00:00,193.0.69.166,Nigeria,Lagos,6.529836270454709,3.3943051533110387,/auth/login,password,False,ses_atk_creden00065_015,3294.0000000000005,auth_attempt,Android 13,02:17:fe:bd:ff:ba,https,Android-agent/1.0,244.43674077922722,570.9403262298306,train
evt_atk_creden00065_015_0,user_0111,user,2026-01-07 00:39:44.169486+00:00,193.0.69.166,Nigeria,Lagos,6.529836270454709,3.3943051533110387,/auth/login,password,False,ses_atk_creden00065_015,3294.0000000000005,auth_attempt,Android 13,02:17:fe:bd:ff:ba,https,Android-agent/1.0,396.7126711976214,183.83249040302806,train
evt_atk_inside00097_001_000,user_0003,user,2026-01-07 19:24:45.833642+00:00,10.183.70.76,United Kingdom,London,51.53358877880869,-0.14662407617067233,/vault/customer-pii/bulk,password,True,ses_atk_inside00097_001,2901.0348854657636,login > search_docs,macOS 14.4,02:58:dc:67:3f:b9,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,14051.320643167672,2584.912846155147,train
evt_atk_brute_00041_000,user_0145,user,2026-01-10 20:33:44.003870+00:00,89.204.235.90,Turkey,Ankara,39.877430918360076,32.897061273179965,/auth/login,password,False,ses_atk_brute_00041,375.0,auth_attempt,Ubuntu 20.04,02:53:e0:98:f1:a4,https,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,591.8373164385642,645.7159281438146,train
evt_atk_brute_00041_001,user_0145,user,2026-01-10 20:34:13.420846+00:00,89.204.235.90,Turkey,Ankara,39.877430918360076,32.897061273179965,/auth/login,password,False,ses_atk_brute_00041,375.0,auth_attempt,Ubuntu 20.04,02:53:e0:98:f1:a4,https,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,537.2784519195786,449.00469539143535,train
evt_atk_brute_00041_002,user_0145,user,2026-01-10 20:34:41.901049+00:00,89.204.235.90,Turkey,Ankara,39.877430918360076,32.897061273179965,/auth/login,password,False,ses_atk_brute_00041,375.0,auth_attempt,Ubuntu 20.04,02:53:e0:98:f1:a4,https,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,338.4796185485768,471.4074402065325,train
evt_atk_brute_00041_003,user_0145,user,2026-01-10 20:35:11.320418+00:00,89.204.235.90,Turkey,Ankara,39.877430918360076,32.897061273179965,/auth/login,password,False,ses_atk_brute_00041,375.0,auth_attempt,Ubuntu 20.04,02:53:e0:98:f1:a4,https,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,321.17144749523936,529.355902420563,train
evt_atk_brute_00041_004,user_0145,user,2026-01-10 20:35:40.478150+00:00,89.204.235.90,Turkey,Ankara,39.877430918360076,32.897061273179965,/auth/login,password,False,ses_atk_brute_00041,375.0,auth_attempt,Ubuntu 20.04,02:53:e0:98:f1:a4,https,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,634.5312209069539,208.3003403967884,train
evt_atk_devi0017s1_000,user_0133,user,2026-01-11 15:28:18.967088+00:00,10.146.14.151,India,Bengaluru,13.01593968146253,77.53402630808918,/etl/nightly/load,mfa,True,ses_atk_devi0017s1,3601.686755384214,login > mount_share,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,16799.2539745135,17111.358508870628,train
evt_atk_devi0017s1_001,user_0133,user,2026-01-11 15:28:37.507328+00:00,10.146.14.151,India,Bengaluru,13.01593968146253,77.53402630808918,/portal/home,mfa,True,ses_atk_devi0017s1,3601.686755384214,login > mount_share > add_local_admin,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,10814.318520089157,6242.312368417151,train
evt_atk_devi0017s1_002,user_0133,user,2026-01-11 15:29:14.864828+00:00,10.146.14.151,India,Bengaluru,13.01593968146253,77.53402630808918,/etl/nightly/extract,mfa,True,ses_atk_devi0017s1,3601.686755384214,login > mount_share > add_local_admin > port_scan,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,9838.28749772441,9556.425324516213,train
evt_atk_devi0017s1_003,user_0133,user,2026-01-11 15:30:16.358941+00:00,10.146.14.151,India,Bengaluru,13.01593968146253,77.53402630808918,/db/warehouse/export,mfa,True,ses_atk_devi0017s1,3601.686755384214,login > mount_share > add_local_admin > port_scan > stage_payload,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,14317.59124702924,6504.47605523057,train
evt_atk_devi0017s1_004,user_0133,user,2026-01-11 15:30:33.459410+00:00,10.146.14.151,India,Bengaluru,13.01593968146253,77.53402630808918,/hr/policies,mfa,True,ses_atk_devi0017s1,3601.686755384214,login > mount_share > add_local_admin > port_scan > stage_payload > mount_share,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,12551.588847785619,16556.580246080262,train
evt_atk_devi0017s2_000,user_0133,user,2026-01-11 19:39:26.516823+00:00,10.146.14.126,Brazil,Sao Paulo,-23.49787230860374,-46.553208348842595,/db/prod/full-dump,mfa,True,ses_atk_devi0017s2_000,473.0133861450507,login > search_docs > download_report,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,23038.087555866114,3541.1669392707668,train
evt_atk_devi0017s2_001,user_0133,user,2026-01-11 20:27:33.194884+00:00,10.146.14.126,Brazil,Sao Paulo,-23.49787230860374,-46.553208348842595,/vault/source/crypto-keys,mfa,True,ses_atk_devi0017s2_000,673.8060780811087,login > search_docs > download_report,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,22356.44291777285,3390.4792698727156,train
evt_atk_devi0017s2_002,user_0133,user,2026-01-11 21:19:42.582888+00:00,10.146.14.126,Brazil,Sao Paulo,-23.49787230860374,-46.553208348842595,/git/edge-firmware,mfa,True,ses_atk_devi0017s2_000,347.95984703419964,login > search_docs > download_report,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,20740.86676029891,4024.2467301597053,train
evt_atk_devi0017s2_003,user_0133,user,2026-01-11 22:07:58.492198+00:00,10.146.14.126,Brazil,Sao Paulo,-23.49787230860374,-46.553208348842595,/ci/pipeline/build,mfa,True,ses_atk_devi0017s2_000,527.0989108407495,login > search_docs > download_report,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,27545.361743995756,3840.4014394987125,train
evt_atk_devi0017s2_004,user_0133,user,2026-01-11 22:56:32.672076+00:00,10.146.14.126,Brazil,Sao Paulo,-23.49787230860374,-46.553208348842595,/vault/payroll/export,mfa,True,ses_atk_devi0017s2_001,610.8423398799074,login > search_docs > download_report,Ubuntu 22.04,02:59:71:55:7d:8a,ssh,Mozilla/5.0 (X11; Linux x86_64) Firefox/124.0,22529.826049223288,3266.5377224957715,train
evt_ses_svc_0036_00129_000,svc_0036,service_account,2026-02-01 00:00:50.625190+00:00,10.171.148.96,India,Gurugram,28.41783113515016,77.04054606762935,/cache/warm,certificate,True,ses_svc_0036_00129,82.75763791267798,authenticate,Alpine 3.19 (container),02:20:e1:32:b2:ca,grpc,Alpine-agent/1.0,15186.78283049786,6041.441417540317,val
evt_ses_svc_0036_00129_001,svc_0036,service_account,2026-02-01 00:01:47.796275+00:00,10.171.148.96,India,Gurugram,28.41783113515016,77.04054606762935,/cache/warm,certificate,True,ses_svc_0036_00129,82.75763791267798,authenticate > warm_cache,Alpine 3.19 (container),02:20:e1:32:b2:ca,grpc,Alpine-agent/1.0,9669.41448615503,3318.1496185888222,val
evt_ses_dev_0016_00235_000,dev_0016,edge_device,2026-02-01 00:02:26.971624+00:00,10.195.172.79,United Kingdom,London,51.46740395881623,-0.1310909858877183,/plant/sensor/read,certificate,True,ses_dev_0016_00235,45.319479387239575,handshake,Yocto Linux / fw 3.0.1,02:04:ac:95:d2:ec,https,Yocto-agent/1.0,920.5690516153574,1145.2972481671286,val
evt_ses_dev_0016_00235_001,dev_0016,edge_device,2026-02-01 00:02:59.651324+00:00,10.195.172.79,United Kingdom,London,51.46740395881623,-0.1310909858877183,/plant/sensor/read,certificate,True,ses_dev_0016_00235,45.319479387239575,handshake > read_sensor,Yocto Linux / fw 3.0.1,02:04:ac:95:d2:ec,https,Yocto-agent/1.0,2383.7081747938037,444.26773874133977,val
evt_ses_dev_0023_00204_000,dev_0023,edge_device,2026-02-01 00:04:48.629425+00:00,10.69.33.49,India,Gurugram,28.47142275594709,76.99909989340416,/plant/firmware/check,certificate,True,ses_dev_0023_00204,112.26192747287253,handshake,QNX 7.1 / fw 1.8.9,02:71:ee:2e:c4:93,mqtt,QNX-agent/1.0,502.31137173815904,589.103124382158,val
evt_ses_dev_0023_00204_001,dev_0023,edge_device,2026-02-01 00:05:57.289140+00:00,10.69.33.49,India,Gurugram,28.47142275594709,76.99909989340416,/plant/diagnostics,certificate,True,ses_dev_0023_00204,112.26192747287253,handshake > check_firmware,QNX 7.1 / fw 1.8.9,02:71:ee:2e:c4:93,mqtt,QNX-agent/1.0,648.9687790179232,583.1202760016046,val
evt_ses_svc_0004_00197_000,svc_0004,service_account,2026-02-01 00:09:56.461951+00:00,10.123.89.48,India,Pune,18.528518594203486,73.86981125963872,/queue/ingest,token,True,ses_svc_0004_00197,238.51150610409778,authenticate,Alpine 3.19 (container),02:82:72:50:f9:0f,https,Alpine-agent/1.0,126171.27649445807,24845.63162485994,val
evt_ses_svc_0004_00197_001,svc_0004,service_account,2026-02-01 00:11:49.748013+00:00,10.123.89.48,India,Pune,18.528518594203486,73.86981125963872,/etl/nightly/load,token,True,ses_svc_0004_00197,238.51150610409778,authenticate > read_queue,Alpine 3.19 (container),02:82:72:50:f9:0f,https,Alpine-agent/1.0,159199.1792354401,74627.87234460992,val
evt_ses_user_0067_00086_000,user_0067,user,2026-02-01 03:26:41.003822+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/artifacts/registry,token,True,ses_user_0067_00086,241.33002326407507,login,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,60648.3329097225,9405.287389107876,val
evt_ses_user_0067_00086_001,user_0067,user,2026-02-01 03:27:06.260011+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/git/edge-firmware,token,True,ses_user_0067_00086,241.33002326407507,login > open_dashboard,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,11984.670021602893,3786.7166279489834,val
evt_ses_user_0067_00086_002,user_0067,user,2026-02-01 03:27:33.867232+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/artifacts/registry,token,True,ses_user_0067_00086,241.33002326407507,login > open_dashboard > view_logs,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,9950.810475884424,1398.746410774596,val
evt_ses_user_0067_00086_003,user_0067,user,2026-02-01 03:28:00.411906+00:00,10.100.132.190,India,Bengaluru,13.011918051074227,77.62013206036643,/k8s/staging/logs,token,True,ses_user_0067_00086,241.33002326407507,login > open_dashboard > view_logs > view_logs,macOS 14.4,02:ae:80:23:b1:f3,https,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) Safari/17.4,36429.59563616155,2086.4113040289035,val
